agent_id,affiliation_id,affiliation_strength
258,37,Unknown
258,40,Low
258,42,Medium
258,45,High
258,47,Low
258,50,High
259,1,Medium
259,3,Unknown
259,8,Low
259,9,Low
259,12,Medium
259,13,Medium
259,14,Medium
259,18,High
259,20,Medium
259,22,High
259,23,Medium
259,29,Medium
259,32,Medium
259,33,Low
259,36,Medium
259,42,Unknown
259,46,High
260,3,Unknown
260,5,Medium
260,7,Medium
260,8,Low
260,16,Low
260,23,Medium
260,24,Unknown
260,29,Medium
260,30,Medium
260,31,Medium
260,33,High
260,35,Unknown
260,41,Medium
260,44,Low
261,2,Medium
261,9,High
261,11,Unknown
261,13,Unknown
261,25,Low
261,28,Unknown
261,29,Medium
261,31,High
261,32,Unknown
261,33,Low
261,42,Unknown
262,4,Unknown
262,5,Medium
262,8,Medium
262,17,Medium
262,18,Medium
262,19,Medium
262,24,Unknown
262,32,Low
262,35,Low
262,43,Medium
262,47,Medium
262,50,Medium
263,10,High
263,13,Unknown
263,22,Low
263,26,High
263,33,Medium
263,34,High
263,35,Medium
263,36,Low
263,37,Low
263,40,Medium
263,41,Medium
263,44,Medium
263,46,Unknown
264,1,Medium
264,2,Medium
264,3,Medium
264,7,Medium
264,11,Low
264,15,Low
264,17,Medium
264,19,Medium
264,20,Medium
264,21,Low
264,23,High
264,25,Low
264,26,Low
264,35,Unknown
264,37,Medium
264,41,Medium
264,43,Medium
264,46,Medium
264,48,Low
264,50,Medium
265,2,Low
265,6,Medium
265,7,Medium
265,12,Unknown
265,15,Medium
265,20,Medium
265,29,Medium
265,33,Low
265,41,Medium
265,42,High
265,43,Low
265,44,Medium
265,47,High
265,48,Low
265,49,Unknown
265,50,Medium
266,3,Low
266,7,Low
266,8,Unknown
266,16,Unknown
266,18,Unknown
266,19,Medium
266,24,Low
266,25,Medium
266,31,High
266,36,Unknown
266,37,Medium
266,38,Unknown
266,46,Low
266,47,Medium
267,2,Low
267,5,Low
267,7,Low
267,9,Medium
267,10,High
267,14,Low
267,18,High
267,19,High
267,20,Unknown
267,26,Unknown
267,28,Unknown
267,32,Low
267,33,Low
267,37,Medium
267,46,Unknown
267,47,High
267,49,High
268,1,Medium
268,6,Low
268,9,Unknown
268,16,High
268,18,Low
268,20,Medium
268,21,High
268,22,Low
268,36,High
268,38,High
268,45,Medium
268,47,Low
269,1,Low
269,9,Unknown
269,14,High
269,15,Low
269,18,Medium
269,21,Medium
269,32,Medium
269,34,High
269,39,Medium
269,47,Unknown
269,49,Medium
269,50,Unknown
270,4,Unknown
270,11,Low
270,19,High
270,20,Low
270,21,High
270,28,High
270,30,Medium
270,35,Medium
270,42,Medium
270,44,Unknown
270,49,Low
271,2,Medium
271,6,Low
271,9,High
271,10,Unknown
271,18,Low
271,20,Medium
271,21,Medium
271,28,High
271,29,Low
271,33,Unknown
271,35,Unknown
271,40,Medium
271,41,Medium
271,45,Unknown
271,46,Unknown
271,47,Medium
272,4,Medium
272,5,Medium
272,17,Low
272,19,Unknown
272,22,Medium
272,25,High
272,29,High
272,31,Medium
272,35,Low
272,37,Low
272,39,Unknown
272,45,High
273,1,Low
273,4,Medium
273,10,High
273,12,Medium
273,13,High
273,14,Medium
273,15,High
273,17,Low
273,18,Medium
273,20,Medium
273,23,Medium
273,26,Medium
273,32,Unknown
273,33,Low
273,36,Low
273,39,Medium
273,41,Medium
273,42,Medium
273,50,Low
274,1,Unknown
274,4,Medium
274,6,Low
274,11,Low
274,18,Low
274,26,Medium
274,30,Low
274,31,Medium
274,36,Unknown
274,39,High
274,41,Medium
274,42,Unknown
274,44,Low
274,45,Low
274,47,Medium
274,48,Low
275,1,Medium
275,2,Low
275,8,Unknown
275,9,Low
275,13,Low
275,20,Low
275,24,Low
275,25,Medium
275,27,Medium
275,30,Low
275,36,Low
275,40,Medium
275,42,Unknown
275,43,Unknown
275,45,Unknown
275,47,Unknown
275,49,Medium
275,50,Medium
276,3,Low
276,4,Medium
276,7,Low
276,8,Low
276,13,Low
276,14,Medium
276,15,Low
276,18,Medium
276,23,Unknown
276,25,Low
276,26,Low
276,27,Low
276,30,Unknown
276,33,Unknown
276,42,Medium
276,44,Medium
276,46,High
276,49,Low
277,1,Low
277,20,Unknown
277,22,Unknown
277,24,Low
277,25,Low
277,27,Unknown
277,29,Unknown
277,32,Medium
277,33,Low
277,34,Unknown
277,36,Low
277,38,Medium
277,40,Medium
277,41,Low
277,45,Unknown
277,46,Low
277,48,High
277,49,Medium
278,4,Medium
278,7,High
278,12,Medium
278,13,Low
278,15,Low
278,16,High
278,19,High
278,24,Low
278,26,Medium
278,27,Unknown
278,28,High
278,32,Low
278,36,Medium
278,37,Low
278,39,Medium
278,44,Medium
278,47,Medium
279,3,Medium
279,11,Low
279,12,Medium
279,13,Low
279,16,Low
279,23,Low
279,27,High
279,31,Medium
279,35,Medium
280,3,Medium
280,5,Medium
280,11,Medium
280,15,High
280,16,Low
280,25,Medium
280,26,Low
280,37,Medium
280,38,Low
280,39,High
280,40,Low
280,41,Low
280,45,Low
280,48,Unknown
281,2,Low
281,10,Unknown
281,12,Unknown
281,15,Medium
281,17,Medium
281,18,Low
281,20,Medium
281,21,High
281,23,Medium
281,24,Unknown
281,25,Low
281,28,Low
281,29,Low
281,30,Unknown
281,32,Unknown
281,39,High
281,42,Low
281,47,Medium
281,50,Low
282,1,Unknown
282,2,Medium
282,5,Unknown
282,8,Medium
282,9,Medium
282,11,High
282,16,Medium
282,17,Medium
282,20,Unknown
282,24,Unknown
282,25,Medium
282,27,Low
282,30,Medium
282,32,Medium
282,33,Low
282,35,Low
282,36,Medium
282,45,High
282,47,Low
282,49,Medium
283,1,Low
283,2,High
283,3,High
283,7,Low
283,9,Low
283,11,Medium
283,12,High
283,13,Low
283,15,Unknown
283,22,High
283,23,High
283,35,Medium
283,37,Unknown
283,38,Unknown
283,41,Medium
283,47,Low
284,1,Medium
284,2,Medium
284,9,Low
284,14,Medium
284,15,Low
284,16,Low
284,17,Low
284,22,Low
284,23,High
284,29,Low
284,33,Medium
284,40,Medium
284,45,Low
284,48,Medium
285,2,Low
285,4,Low
285,7,Unknown
285,9,Low
285,12,Medium
285,16,Medium
285,34,Unknown
285,41,Low
285,47,High
285,48,Low
286,1,Low
286,2,Medium
286,9,Low
286,12,High
286,15,Low
286,16,Unknown
286,17,Low
286,18,Low
286,19,Low
286,20,Unknown
286,21,Medium
286,29,Low
286,30,Medium
286,38,Low
286,39,Low
286,40,Unknown
286,45,Low
286,47,Medium
287,3,Unknown
287,4,Low
287,5,Medium
287,9,Low
287,10,High
287,12,High
287,19,Medium
287,23,High
287,26,Medium
287,32,Low
287,37,Unknown
287,38,Unknown
287,40,Unknown
287,42,Medium
287,44,Medium
287,46,High
287,48,Low
287,49,Low
288,1,Medium
288,2,Low
288,3,Unknown
288,11,Unknown
288,18,High
288,19,Medium
288,27,Low
288,29,Low
288,35,Medium
288,46,Unknown
288,49,High
289,4,High
289,6,Medium
289,9,Unknown
289,10,High
289,20,Unknown
289,22,Low
289,24,Medium
289,25,Medium
289,26,Low
289,30,High
289,31,Unknown
289,40,Medium
289,43,Unknown
290,1,Medium
290,2,Medium
290,4,Medium
290,6,Low
290,8,High
290,18,High
290,22,Unknown
290,23,High
290,26,High
290,28,High
290,35,Medium
290,38,Low
290,40,Medium
290,43,Medium
290,49,Unknown
290,50,Low
291,1,Low
291,3,Low
291,5,Unknown
291,14,Medium
291,16,Unknown
291,17,Medium
291,18,Unknown
291,24,Medium
291,25,Low
291,28,Medium
291,32,Medium
291,35,Low
291,37,Medium
291,39,Medium
291,44,Unknown
291,48,Low
291,50,High
292,3,Unknown
292,6,Medium
292,7,High
292,8,Low
292,11,High
292,17,Medium
292,19,Low
292,33,Low
292,37,High
293,6,Medium
293,12,Low
293,15,Unknown
293,19,Medium
293,22,Medium
293,30,Medium
293,34,Medium
293,35,High
293,36,High
293,37,Low
293,38,Medium
293,39,Medium
293,41,Medium
293,44,Unknown
293,46,Low
293,48,Unknown
294,4,Low
294,5,Low
294,27,Medium
294,28,Medium
294,30,High
294,35,High
294,38,Medium
294,40,Unknown
294,42,Low
295,1,Medium
295,4,Low
295,7,Low
295,15,Low
295,16,High
295,17,Medium
295,19,Medium
295,20,Medium
295,23,Low
295,26,Medium
295,27,Low
295,35,Unknown
295,39,High
295,40,Low
295,41,Unknown
295,50,Medium
296,3,Medium
296,4,Medium
296,5,Unknown
296,7,Low
296,14,High
296,15,High
296,20,Medium
296,22,High
296,33,Low
296,41,Unknown
296,43,Medium
296,45,Low
296,47,Low
296,49,High
297,3,Medium
297,5,Medium
297,7,Low
297,9,Unknown
297,11,High
297,18,Low
297,21,Low
297,23,Low
297,25,Low
297,27,Low
297,35,Medium
297,47,Unknown
297,48,Unknown
298,4,Unknown
298,5,Unknown
298,6,Low
298,12,Low
298,13,Medium
298,15,Low
298,22,Medium
298,23,Low
298,24,Medium
298,26,Medium
298,30,Medium
298,37,Medium
298,38,Medium
298,39,Medium
298,44,Unknown
298,47,Low
298,49,Medium
299,2,High
299,3,Low
299,6,Medium
299,10,Medium
299,14,Medium
299,15,Unknown
299,19,High
299,31,Medium
299,32,Low
299,33,High
299,35,High
299,36,Medium
299,45,Medium
299,47,High
300,1,Unknown
300,3,High
300,6,Medium
300,9,Low
300,15,High
300,17,Unknown
300,18,Low
300,24,Medium
300,28,Medium
300,29,Medium
300,36,Low
300,38,Medium
300,44,High
300,45,Unknown
300,50,Low
301,3,Medium
301,4,Unknown
301,5,Medium
301,7,Low
301,11,Low
301,12,Unknown
301,15,Medium
301,20,Medium
301,34,Medium
301,37,Unknown
301,40,Low
301,47,Medium
302,1,Medium
302,2,Unknown
302,10,Low
302,11,High
302,15,Low
302,17,High
302,19,Medium
302,21,Medium
302,24,High
302,31,Unknown
302,36,Unknown
302,42,Low
302,43,Low
302,48,Unknown
302,49,Medium
302,50,High
303,3,Medium
303,4,Low
303,6,Medium
303,7,Medium
303,8,Low
303,16,Unknown
303,19,Low
303,20,Low
303,29,High
303,34,Medium
303,36,High
303,40,Medium
303,42,High
303,45,Medium
303,49,Unknown
304,3,Low
304,8,Low
304,11,Low
304,16,Low
304,22,Unknown
304,30,High
304,37,Medium
304,41,Medium
304,42,Medium
304,45,Unknown
304,48,Medium
305,3,Medium
305,7,Medium
305,11,Medium
305,20,High
305,24,Low
305,26,Medium
305,27,High
305,28,Medium
305,29,Unknown
305,31,Medium
305,36,Medium
305,37,Medium
305,38,Medium
305,44,Medium
305,46,Medium
305,50,Low
306,4,Unknown
306,13,Low
306,20,Medium
306,23,Low
306,33,High
306,41,Medium
306,44,Unknown
306,48,Low
306,49,Medium
307,2,Medium
307,3,Unknown
307,5,Medium
307,7,Medium
307,12,Unknown
307,14,Low
307,17,Low
307,18,High
307,23,Unknown
307,27,Medium
307,28,High
307,32,Low
307,33,Unknown
307,34,High
307,37,Medium
307,38,Low
307,45,Medium
307,47,Medium
307,50,Medium
308,8,Low
308,12,High
308,16,Medium
308,18,Unknown
308,19,Low
308,20,Medium
308,26,High
308,28,High
308,30,Medium
308,31,Low
308,32,Low
308,37,Medium
308,45,Unknown
308,46,Low
308,48,Unknown
309,12,Low
309,18,Unknown
309,19,Medium
309,21,Low
309,25,Unknown
309,31,Unknown
309,34,High
309,44,High
309,46,Medium
309,48,Low
310,3,Medium
310,4,Medium
310,6,Unknown
310,7,Unknown
310,8,Unknown
310,9,Low
310,10,Low
310,11,Medium
310,16,Medium
310,20,Medium
310,29,Low
310,31,High
310,33,Unknown
310,40,Medium
310,43,High
310,44,Low
310,46,Low
310,50,Low
311,3,Unknown
311,7,Low
311,8,Low
311,9,High
311,10,Medium
311,15,Low
311,20,Low
311,21,Medium
311,26,Medium
311,32,Medium
311,34,High
311,39,High
311,45,High
311,48,Low
312,1,Medium
312,2,Low
312,3,Low
312,4,Medium
312,14,Medium
312,21,Low
312,22,Unknown
312,23,Unknown
312,25,High
312,28,Unknown
312,30,Unknown
312,33,Low
312,34,Unknown
312,36,Unknown
312,38,Unknown
312,40,Low
312,41,Low
312,43,Low
312,49,Medium
313,3,Low
313,5,Medium
313,10,Medium
313,11,Medium
313,15,Unknown
313,22,High
313,25,Unknown
313,26,High
313,31,Medium
313,32,Low
313,34,Medium
313,36,Unknown
313,39,High
313,49,High
313,50,Medium
314,2,High
314,8,High
314,12,High
314,13,Low
314,20,High
314,22,Medium
314,28,Low
314,37,Medium
314,39,High
314,41,Low
314,42,Low
314,43,Low
314,44,Medium
315,1,Unknown
315,4,Medium
315,6,High
315,16,High
315,27,Medium
315,29,Low
315,31,Unknown
315,33,Unknown
315,35,Medium
315,40,Unknown
315,41,Unknown
316,3,Low
316,8,Unknown
316,9,High
316,12,Low
316,13,High
316,17,Unknown
316,22,Low
316,24,Medium
316,28,Low
316,33,Low
316,35,Low
316,36,Unknown
316,39,Medium
316,42,Unknown
316,45,Low
316,48,Low
317,8,Low
317,10,Unknown
317,12,Unknown
317,13,Unknown
317,15,High
317,21,High
317,22,High
317,24,Unknown
317,25,Medium
317,26,High
317,30,High
317,34,Unknown
317,35,Low
317,38,High
317,42,Medium
317,44,High
317,45,Low
317,47,Low
317,48,Unknown
318,2,Medium
318,3,Medium
318,6,High
318,9,Medium
318,10,High
318,11,Unknown
318,12,Unknown
318,14,Medium
318,16,Unknown
318,17,Low
318,18,Medium
318,21,Low
318,27,High
318,30,High
318,33,High
318,43,High
318,49,Medium
319,2,Low
319,3,Medium
319,5,Low
319,7,Medium
319,8,High
319,9,Low
319,18,Unknown
319,19,Medium
319,20,Unknown
319,22,Low
319,24,Unknown
319,27,Medium
319,28,High
319,31,Low
319,37,Medium
319,43,High
319,45,Low
319,46,Low
319,49,Unknown
319,50,Unknown
320,1,Low
320,2,High
320,6,Unknown
320,8,High
320,11,Low
320,13,Medium
320,17,Unknown
320,18,High
320,19,Low
320,22,High
320,23,Unknown
320,26,Low
320,34,Medium
320,35,Low
320,38,Medium
321,3,Low
321,8,Medium
321,11,Low
321,15,Unknown
321,20,Medium
321,22,Low
321,23,Unknown
321,30,Medium
321,32,Medium
321,33,Medium
321,38,Medium
321,39,Unknown
321,45,Medium
322,2,Low
322,8,Low
322,9,Low
322,10,Medium
322,12,Medium
322,13,Unknown
322,22,Low
322,23,Medium
322,29,High
322,36,Low
322,39,Unknown
322,44,High
322,45,Low
323,1,Medium
323,2,Low
323,4,Unknown
323,9,Low
323,11,Medium
323,14,Low
323,17,Medium
323,19,Unknown
323,20,Medium
323,21,Medium
323,22,Unknown
323,29,Unknown
323,31,High
323,32,Low
323,34,Low
323,40,High
323,42,Unknown
323,48,High
324,4,Medium
324,5,High
324,7,Low
324,8,High
324,9,Medium
324,12,High
324,14,Medium
324,16,Low
324,21,Low
324,27,Medium
324,29,Medium
324,30,Unknown
324,32,High
324,33,Unknown
324,36,Medium
324,40,Medium
324,48,High
324,50,Medium
325,1,Unknown
325,2,Medium
325,8,Low
325,12,Unknown
325,21,Unknown
325,22,Medium
325,26,Unknown
325,29,High
325,31,Unknown
325,34,Medium
325,40,Low
325,44,Low
326,10,Unknown
326,13,Medium
326,14,Medium
326,25,Low
326,26,Unknown
326,33,High
326,34,Low
326,35,Low
326,37,Medium
326,38,Medium
326,39,Medium
326,47,High
326,49,Low
326,50,Low
327,2,Unknown
327,8,Low
327,16,Medium
327,19,Medium
327,21,Low
327,24,Medium
327,25,Medium
327,28,Unknown
327,30,Low
327,32,Low
327,36,High
327,42,Medium
327,43,Low
327,44,Unknown
327,45,Low
327,46,Medium
328,4,Unknown
328,5,Unknown
328,7,Medium
328,10,Unknown
328,11,Low
328,12,Unknown
328,17,High
328,20,High
328,22,Medium
328,29,Low
328,31,Low
328,32,Unknown
328,34,High
328,36,High
328,37,Medium
328,41,Medium
328,43,Low
328,46,High
328,49,Medium
329,2,Low
329,3,Medium
329,5,Low
329,9,Medium
329,14,Medium
329,18,Low
329,26,Low
329,31,Medium
329,32,Unknown
329,34,Medium
329,35,Medium
329,36,Low
329,39,High
329,41,Unknown
329,45,Medium
330,1,High
330,12,Unknown
330,17,Low
330,20,Low
330,21,Medium
330,22,Medium
330,28,High
330,29,Low
330,31,Medium
330,34,Medium
330,37,Low
330,39,Medium
330,42,Medium
330,46,Medium
330,47,Unknown
330,48,Medium
330,49,Medium
331,1,High
331,2,Medium
331,3,High
331,9,Medium
331,15,Unknown
331,17,Low
331,19,Medium
331,20,High
331,28,Low
331,29,Unknown
331,30,High
331,31,Low
331,36,Unknown
331,48,Unknown
332,1,High
332,6,Low
332,8,Low
332,10,Low
332,16,High
332,27,High
332,28,Medium
332,31,Low
332,33,Low
332,37,Low
332,39,Medium
332,42,Medium
332,45,Low
332,49,Low
332,50,Low
333,1,Low
333,2,High
333,3,Low
333,6,Low
333,11,Low
333,22,Medium
333,23,Medium
333,25,Unknown
333,27,High
333,29,High
333,30,Low
333,33,Medium
333,37,High
333,43,Low
333,45,Low
333,48,Medium
334,2,Unknown
334,11,Unknown
334,16,Low
334,17,Medium
334,18,Unknown
334,26,Medium
334,30,Medium
334,31,Low
334,32,Medium
334,35,High
334,37,Unknown
334,39,Medium
335,3,Low
335,13,High
335,19,Medium
335,21,Unknown
335,27,Low
335,29,Low
335,30,Medium
335,31,Medium
335,32,High
335,34,Medium
335,41,Medium
335,42,Low
335,47,High
335,49,High
336,1,Medium
336,5,Low
336,6,Medium
336,12,Low
336,15,High
336,17,Medium
336,23,Low
336,24,Low
336,26,Medium
336,33,Low
336,34,Unknown
336,39,Low
336,40,Low
336,41,Medium
336,47,Unknown
336,48,Low
337,2,Medium
337,6,Medium
337,8,Low
337,9,Low
337,13,High
337,14,Unknown
337,17,High
337,23,Medium
337,26,Low
337,33,High
337,39,Low
337,40,High
337,43,Low
337,48,High
338,5,Medium
338,7,Low
338,9,Medium
338,11,Unknown
338,13,Low
338,20,Medium
338,21,Low
338,26,Low
338,30,Low
338,32,Low
338,34,Low
338,37,Low
338,44,Low
339,1,Medium
339,7,Medium
339,9,Low
339,13,Unknown
339,15,Low
339,21,Low
339,22,Unknown
339,28,High
339,34,Low
339,36,High
339,37,Medium
339,41,Unknown
339,42,Low
339,44,Medium
339,45,Low
339,49,Medium
340,7,Low
340,10,Medium
340,12,Medium
340,13,High
340,15,High
340,16,Low
340,22,Unknown
340,24,Medium
340,25,Medium
340,29,Low
340,33,Medium
340,38,High
340,39,Low
340,45,Low
340,47,Unknown
340,49,Low
340,50,Medium
341,2,Low
341,11,Unknown
341,12,Unknown
341,27,Unknown
341,28,Medium
341,30,High
341,36,Low
341,43,Low
341,50,Low
342,2,Low
342,10,Medium
342,11,High
342,14,Medium
342,17,High
342,19,Low
342,21,Medium
342,24,Low
342,28,High
342,30,High
342,36,Low
342,38,High
342,40,High
342,42,Medium
342,43,High
342,44,Unknown
342,47,Low
343,8,High
343,9,Medium
343,11,Low
343,12,Medium
343,16,Low
343,24,Medium
343,27,Medium
343,30,Low
343,32,Medium
343,34,Medium
343,41,Medium
343,43,Medium
343,44,Low
344,1,Low
344,3,High
344,4,Medium
344,5,Low
344,6,High
344,10,Low
344,11,Medium
344,16,Low
344,18,Medium
344,20,Medium
344,31,Medium
344,36,Medium
344,38,Low
344,39,Unknown
344,45,Unknown
344,47,Low
345,1,High
345,3,Low
345,5,Unknown
345,7,Low
345,8,Unknown
345,13,Unknown
345,19,Medium
345,20,Medium
345,21,High
345,26,Medium
345,36,High
345,39,High
345,42,Low
345,45,Low
345,49,Low
346,1,Unknown
346,2,Unknown
346,10,Medium
346,21,Unknown
346,23,Low
346,26,Medium
346,29,Low
346,30,Unknown
346,31,Medium
346,35,Low
346,44,Medium
346,47,Medium
346,48,Medium
347,1,Low
347,3,Medium
347,4,Medium
347,13,Low
347,16,Low
347,18,Medium
347,20,Medium
347,24,High
347,29,Medium
347,30,High
347,32,Medium
347,35,Low
347,39,Medium
347,40,Low
347,46,High
347,48,Low
348,2,Low
348,4,Unknown
348,7,Medium
348,11,Medium
348,20,Medium
348,23,Medium
348,29,Medium
348,31,High
348,34,Low
348,36,High
348,37,High
348,38,Low
348,39,Medium
348,40,Unknown
348,42,Low
348,43,Low
348,45,Medium
348,48,Medium
349,1,Medium
349,2,Medium
349,5,Medium
349,6,Low
349,8,Unknown
349,9,Medium
349,10,Medium
349,15,Medium
349,19,Medium
349,24,Low
349,27,Low
349,29,Low
349,31,Medium
349,32,High
349,35,Medium
349,40,Medium
349,43,Low
349,46,Medium
349,49,Low
350,5,Medium
350,10,Medium
350,11,Low
350,14,Low
350,18,Low
350,20,Low
350,21,Medium
350,23,Medium
350,26,Medium
350,27,Medium
350,28,High
350,31,Unknown
350,32,Low
350,39,Low
350,40,Unknown
350,41,High
350,43,High
350,49,Medium
351,1,Medium
351,3,Medium
351,9,Low
351,11,Low
351,15,High
351,22,Low
351,27,Unknown
351,28,Unknown
351,31,Unknown
351,32,Low
351,35,Low
351,39,Unknown
351,49,Medium
351,50,Low
352,2,Medium
352,4,Unknown
352,5,Medium
352,8,Medium
352,13,Low
352,14,Low
352,15,Low
352,19,High
352,22,Low
352,24,Unknown
352,27,Unknown
352,33,Low
352,39,Low
352,40,Medium
352,42,High
352,44,High
353,9,Low
353,19,Medium
353,22,Unknown
353,25,High
353,26,High
353,31,Low
353,35,Medium
353,36,Unknown
353,39,Low
353,42,Unknown
353,43,Low
353,45,High
353,47,Low
353,48,Unknown
354,6,Medium
354,7,Medium
354,9,Unknown
354,12,Low
354,16,Low
354,18,Medium
354,19,Low
354,21,Low
354,23,Low
354,25,Low
354,26,Unknown
354,27,Unknown
354,31,Medium
354,32,Medium
354,40,Low
354,43,Medium
354,47,Medium
354,48,Medium
355,3,Medium
355,6,High
355,8,Medium
355,10,High
355,16,Medium
355,21,Unknown
355,27,High
355,30,Medium
355,32,High
355,33,Medium
355,40,Low
355,42,High
355,48,Low
356,1,Low
356,2,Low
356,8,Low
356,9,High
356,11,Low
356,14,Low
356,16,Low
356,24,Low
356,27,Medium
356,28,Medium
356,29,Unknown
356,34,Low
356,35,Medium
356,38,Medium
356,39,Unknown
356,42,Medium
356,48,Low
357,1,Medium
357,4,Unknown
357,5,Medium
357,8,Unknown
357,10,Unknown
357,16,High
357,19,High
357,29,Medium
357,30,Unknown
357,33,Unknown
357,38,Low
357,40,Low
357,49,Unknown
358,7,High
358,9,Unknown
358,10,Unknown
358,11,Medium
358,14,Low
358,15,Low
358,17,Medium
358,24,Low
358,26,Low
358,27,Low
358,30,Unknown
358,32,Medium
358,34,Low
358,38,Medium
358,42,Unknown
359,5,Unknown
359,9,Medium
359,16,Unknown
359,20,Medium
359,21,Unknown
359,23,Medium
359,29,Medium
359,30,Unknown
359,43,Unknown
359,45,Medium
360,2,Low
360,10,Low
360,17,Medium
360,23,Medium
360,25,Low
360,26,Medium
360,27,Low
360,30,High
360,31,Medium
360,32,Low
360,43,Low
360,44,Unknown
360,45,Medium
361,5,Medium
361,10,High
361,12,Low
361,14,Unknown
361,16,Medium
361,17,Low
361,18,Medium
361,22,Medium
361,25,Medium
361,26,Medium
361,28,Medium
361,29,Low
361,36,Low
361,37,Medium
361,46,Unknown
361,49,High
362,6,Low
362,7,Medium
362,9,High
362,14,Unknown
362,15,High
362,19,Low
362,26,Medium
362,29,Medium
362,31,Low
362,32,Medium
362,34,Unknown
362,35,Medium
362,40,Medium
362,41,Low
362,43,Medium
362,45,Low
362,46,High
362,47,Medium
362,48,Medium
363,6,Low
363,7,High
363,9,Medium
363,16,High
363,17,Unknown
363,19,Unknown
363,22,Unknown
363,27,Medium
363,31,Unknown
363,32,Unknown
363,41,High
363,47,Unknown
364,3,Medium
364,5,High
364,8,High
364,10,Unknown
364,20,High
364,22,Medium
364,23,Unknown
364,29,Unknown
364,37,High
364,39,Low
364,43,High
364,45,High
364,47,Medium
364,50,Unknown
365,4,Unknown
365,11,Low
365,12,Medium
365,13,Unknown
365,14,Low
365,16,Low
365,23,Medium
365,27,Medium
365,28,Medium
365,29,High
365,36,High
365,38,High
365,40,High
365,42,Medium
365,43,Medium
365,44,Medium
365,45,Medium
365,49,Low
366,8,Low
366,18,Medium
366,19,High
366,25,Low
366,26,Low
366,27,High
366,28,Medium
366,29,Unknown
366,30,Low
366,39,Unknown
366,42,Medium
366,44,Medium
366,46,Medium
366,47,High
366,50,High
367,2,Unknown
367,5,Low
367,9,Medium
367,19,High
367,22,Low
367,25,Low
367,31,Low
367,34,Low
367,36,Low
367,38,Low
367,39,Low
367,43,Unknown
367,44,High
367,47,High
367,48,Medium
367,49,Medium
368,2,Medium
368,3,High
368,4,Medium
368,9,Low
368,12,Low
368,14,Low
368,15,Medium
368,19,Unknown
368,21,High
368,24,Medium
368,25,Medium
368,26,High
368,28,Medium
368,34,Medium
368,35,Low
368,39,Low
368,40,Low
368,42,Low
368,46,Medium
368,50,Low
369,1,Low
369,6,Low
369,8,Unknown
369,9,Low
369,11,High
369,15,Low
369,32,Unknown
369,38,Unknown
369,41,Medium
369,47,Medium
369,49,Low
370,3,Low
370,6,High
370,7,Unknown
370,8,Medium
370,9,High
370,13,Medium
370,14,High
370,15,Low
370,16,Medium
370,21,Low
370,22,Unknown
370,24,Medium
370,25,Low
370,26,Medium
370,28,Medium
370,36,Unknown
370,39,High
370,40,Medium
370,41,Medium
370,48,High
371,3,Medium
371,7,High
371,8,Medium
371,14,Low
371,16,Low
371,20,Low
371,23,Low
371,28,Medium
371,34,High
371,35,Low
371,45,Unknown
371,46,Low
371,49,Low
371,50,Unknown
372,2,Low
372,6,Low
372,10,Unknown
372,12,High
372,13,Medium
372,18,High
372,20,Medium
372,30,Unknown
372,34,Unknown
372,36,Medium
372,44,Medium
372,46,Medium
372,47,High
372,49,Unknown
373,2,Low
373,3,Low
373,7,Unknown
373,13,Low
373,24,Low
373,25,Low
373,26,High
373,27,Low
373,29,Low
373,30,Low
373,34,Low
373,42,Medium
373,43,Low
373,46,Low
374,3,Medium
374,5,Medium
374,7,Low
374,23,Medium
374,24,High
374,25,Low
374,32,High
374,35,Medium
374,46,Medium
374,50,Medium
375,2,Low
375,8,Medium
375,11,Unknown
375,15,Unknown
375,18,High
375,21,Unknown
375,24,Unknown
375,39,Low
375,40,Medium
375,42,Medium
376,5,High
376,7,Medium
376,11,Low
376,16,Medium
376,20,Unknown
376,21,High
376,23,Low
376,26,Low
376,27,Low
376,32,High
376,38,Medium
376,39,High
376,40,Low
376,42,Medium
376,45,Unknown
376,46,High
376,47,Medium
377,4,Unknown
377,7,Unknown
377,12,Medium
377,13,Medium
377,15,Unknown
377,16,Unknown
377,17,Medium
377,19,High
377,21,Unknown
377,26,Low
377,27,Low
377,28,Low
377,30,Medium
377,38,High
377,42,Medium
377,43,Low
377,46,Low
377,47,High
378,2,Unknown
378,4,High
378,8,High
378,11,Low
378,17,Low
378,19,Low
378,22,High
378,24,Unknown
378,25,High
378,30,Medium
378,40,High
378,41,High
378,43,Unknown
378,44,Medium
378,46,Low
378,47,High
378,49,High
378,50,Low
379,6,Medium
379,18,Low
379,20,Medium
379,21,Unknown
379,28,Unknown
379,30,Unknown
379,32,High
379,33,Unknown
379,36,Unknown
379,37,Low
379,40,Low
379,45,Unknown
379,46,Medium
379,50,Low
380,3,Low
380,5,Medium
380,11,Unknown
380,13,Unknown
380,18,Low
380,24,Unknown
380,30,High
380,32,Medium
380,34,Medium
380,37,Low
380,41,Low
380,42,Unknown
380,45,Medium
381,3,Low
381,7,Medium
381,9,Unknown
381,12,Medium
381,13,Unknown
381,18,High
381,19,Medium
381,20,Low
381,21,Low
381,26,Medium
381,28,Unknown
381,32,Medium
381,35,Medium
381,42,Low
381,45,Unknown
381,46,Medium
381,47,Medium
381,50,Medium
382,1,Low
382,4,Medium
382,8,Unknown
382,25,High
382,32,Low
382,33,Medium
382,37,Low
